brand,model,year,price,mileage,fuelType,transmission,engineSize
Daihatsu,Ayla,2016,"Rp85,000,000","55,000",Bensin,Manual,1000
Daihatsu,Ayla,2016,"Rp73,000,000","12,345",Bensin,Manual,1000
Daihatsu,Xenia,2015,"Rp125,000,000","94,103",Bensin,Manual,1300
Daihatsu,Ayla,2021,"Rp125,000,000","33,001",Bensin,Manual,1200
Daihatsu,Terios,2021,"Rp212,000,000","28,445",Bensin,Automatic,1500
Daihatsu,Ayla,2021,"Rp102,000,000","13,527",Bensin,Manual,1200
Daihatsu,Terios,2021,"Rp222,000,000","28,444",Bensin,Automatic,1500
Daihatsu,Terios,2016,"Rp155,000,000","90,002",Bensin,Automatic,1500
Daihatsu,Ayla,2017,"Rp105,000,000","100,000",Bensin,Manual,1000
Daihatsu,Xenia,2016,"Rp110,000,000","84,000",Bensin,Manual,1300
Daihatsu,Ayla,2022,"Rp115,000,000","18,301",Bensin,Manual,1200
Daihatsu,Xenia,2012,"Rp106,000,000","22,831",Bensin,Manual,1300
Daihatsu,Terios,2019,"Rp195,000,000","32,000",Bensin,Manual,1500
Daihatsu,Ayla,2016,"Rp100,000,000","50,000",Bensin,Automatic,1000
Daihatsu,Terios,2021,"Rp170,000,000","40,000",Bensin,Manual,1500
Daihatsu,Terios,2024,"Rp249,000,000","11,862",Bensin,Automatic,1500
Daihatsu,Terios,2021,"Rp233,000,000","4,000",Bensin,Manual,1500
Daihatsu,Ayla,2012,"Rp75,000,000","167,713",Bensin,Automatic,1000
Daihatsu,Xenia,2014,"Rp86,000,000","193,411",Bensin,Manual,1300
Daihatsu,Ayla,2022,"Rp130,000,000","55,001",Bensin,Automatic,1200
Daihatsu,Xenia,2014,"Rp99,000,000","125,246",Bensin,Manual,1300
Daihatsu,Terios,2014,"Rp120,000,000","128,001",Bensin,Manual,1500
Daihatsu,Gran max,2018,"Rp119,000,000","60,000",Bensin,Manual,1300
Daihatsu,Ayla,2015,"Rp78,000,000","96,885",Bensin,Manual,1000
Daihatsu,Ayla,2018,"Rp90,000,000","73,000",Bensin,Manual,1000
Daihatsu,Ayla,2014,"Rp73,000,000","90,000",Bensin,Manual,1000
Daihatsu,Sigra,2016,"Rp110,000,000","64,337",Bensin,Automatic,1200
Daihatsu,Sigra,2024,"Rp121,000,000","28,000",Bensin,Manual,1000
Daihatsu,Sigra,2019,"Rp104,000,000","76,600",Bensin,Manual,1200
Daihatsu,Sigra,2023,"Rp120,000,000","56,000",Bensin,Manual,1200
Daihatsu,Sigra,2016,"Rp105,000,000","55,000",Bensin,Manual,1000
